127.0.0.1 - - [21/Mar/2025:19:14:47 +0530] "GET / HTTP/1.1" 404 752
0:0:0:0:0:0:0:1 - - [21/Mar/2025:20:08:30 +0530] "GET /ServletApplicationProject-1/viewDetails.jsp HTTP/1.1" 200 313
0:0:0:0:0:0:0:1 - - [21/Mar/2025:20:08:32 +0530] "GET /ServletApplicationProject-1/StudentviewMarks.jsp?rollno=20 HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [21/Mar/2025:20:08:40 +0530] "GET /ServletApplicationProject-1/StudentviewMarks.jsp?rollno=20 HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [21/Mar/2025:20:09:42 +0530] "POST /ServletApplicationProject-1/student HTTP/1.1" 200 240
0:0:0:0:0:0:0:1 - - [21/Mar/2025:20:09:44 +0530] "GET /ServletApplicationProject-1/viewDetails.jsp HTTP/1.1" 200 306
0:0:0:0:0:0:0:1 - - [21/Mar/2025:20:09:46 +0530] "GET /ServletApplicationProject-1/viewMarks.jsp?rollno=20 HTTP/1.1" 500 2709
0:0:0:0:0:0:0:1 - - [21/Mar/2025:20:19:14 +0530] "POST /ServletApplicationProject-1/admin HTTP/1.1" 200 262
0:0:0:0:0:0:0:1 - - [21/Mar/2025:20:19:15 +0530] "GET /ServletApplicationProject-1/view HTTP/1.1" 200 295
0:0:0:0:0:0:0:1 - - [21/Mar/2025:20:19:25 +0530] "POST /ServletApplicationProject-1/student HTTP/1.1" 200 240
0:0:0:0:0:0:0:1 - - [21/Mar/2025:20:19:27 +0530] "GET /ServletApplicationProject-1/viewDetails.jsp HTTP/1.1" 200 306
0:0:0:0:0:0:0:1 - - [21/Mar/2025:20:19:29 +0530] "GET /ServletApplicationProject-1/viewMarks.jsp?rollno=20 HTTP/1.1" 500 2709
0:0:0:0:0:0:0:1 - - [21/Mar/2025:20:34:14 +0530] "GET /ServletApplicationProject-1/studentLogout.jsp HTTP/1.1" 200 380
0:0:0:0:0:0:0:1 - - [21/Mar/2025:20:34:19 +0530] "GET /ServletApplicationProject-1/studentLogout.jsp HTTP/1.1" 200 380
0:0:0:0:0:0:0:1 - - [21/Mar/2025:20:34:38 +0530] "GET /ServletApplicationProject-1/studentLogout.jsp HTTP/1.1" 200 382
0:0:0:0:0:0:0:1 - - [21/Mar/2025:20:34:43 +0530] "GET /ServletApplicationProject-1/viewMarks.jsp?rollno=20 HTTP/1.1" 500 2651
0:0:0:0:0:0:0:1 - - [21/Mar/2025:20:39:27 +0530] "GET /ServletApplicationProject-1/viewMarks.jsp?rollno=20 HTTP/1.1" 500 2651
0:0:0:0:0:0:0:1 - - [21/Mar/2025:20:41:58 +0530] "POST /ServletApplicationProject-1/student HTTP/1.1" 200 240
0:0:0:0:0:0:0:1 - - [21/Mar/2025:20:42:00 +0530] "GET /ServletApplicationProject-1/viewDetails.jsp HTTP/1.1" 200 313
0:0:0:0:0:0:0:1 - - [21/Mar/2025:20:42:02 +0530] "GET /ServletApplicationProject-1/studentViewMarks.jsp?rollno=20 HTTP/1.1" 200 311
0:0:0:0:0:0:0:1 - - [21/Mar/2025:20:42:03 +0530] "GET /ServletApplicationProject-1/studentviewMarks.jsp?rollno=20 HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [21/Mar/2025:20:44:10 +0530] "POST /ServletApplicationProject-1/admin HTTP/1.1" 200 262
0:0:0:0:0:0:0:1 - - [21/Mar/2025:20:44:12 +0530] "GET /ServletApplicationProject-1/view HTTP/1.1" 200 293
0:0:0:0:0:0:0:1 - - [21/Mar/2025:20:44:14 +0530] "GET /ServletApplicationProject-1/viewm?rollno=20 HTTP/1.1" 200 385
0:0:0:0:0:0:0:1 - - [21/Mar/2025:20:44:18 +0530] "GET /ServletApplicationProject-1/view HTTP/1.1" 200 293
0:0:0:0:0:0:0:1 - - [21/Mar/2025:20:44:19 +0530] "GET /ServletApplicationProject-1/viewm?rollno=20 HTTP/1.1" 200 385
0:0:0:0:0:0:0:1 - - [21/Mar/2025:20:47:21 +0530] "POST /ServletApplicationProject-1/student HTTP/1.1" 200 240
0:0:0:0:0:0:0:1 - - [21/Mar/2025:20:47:26 +0530] "GET /ServletApplicationProject-1/viewDetails.jsp HTTP/1.1" 200 313
0:0:0:0:0:0:0:1 - - [21/Mar/2025:20:47:27 +0530] "GET /ServletApplicationProject-1/studentViewMarks.jsp?rollno=20 HTTP/1.1" 200 311
0:0:0:0:0:0:0:1 - - [21/Mar/2025:20:47:29 +0530] "GET /ServletApplicationProject-1/studentviewMarks.jsp?rollno=20 HTTP/1.1" 404 751
